term,cefr,translation
dull,B2,乏味的
dump,B2,倾倒
duration,B2,期间
dynamic,B2,动态的
economics,B2,经济学
economist,B2,经济学家
edit,B2,编辑
edition,B2,版
editorial,B2,社论
efficient,B2,高效的
efficiently,B2,有效地
elbow,B2,弯头
elderly,B2,老年
elect,B2,选
electronics,B2,电子产品
elegant,B2,优雅的
elementary,B2,初级
eliminate,B2,排除
elsewhere,B2,别处
embrace,B2,拥抱
emerge,B2,出现
emission,B2,排放
emotional,B2,情绪化的
emotionally,B2,情感上地
emphasis,B2,强调
emphasize,B2,强调
empire,B2,帝国
enable,B2,使能够
encounter,B2,遇到
engage,B2,从事
enhance,B2,提高
enjoyable,B2,令人愉快的
enquiry,B2,询问
ensure,B2,确保
entertaining,B2,有趣的
enthusiasm,B2,热情
enthusiastic,B2,热情的
entire,B2,全部的
entirely,B2,完全
entrepreneur,B2,企业家
envelope,B2,信封
equip,B2,装备
equivalent,B2,相等的
era,B2,时代
erupt,B2,爆发
essentially,B2,本质上
establish,B2,建立
estate,B2,财产
estimate,B2,估计
ethic,B2,伦理
ethnic,B2,种族的
evaluate,B2,评价
evaluation,B2,评估
even,B2,甚至
evident,B2,明显
evil,B2,邪恶的
evolution,B2,进化
evolve,B2,发展
examination,B2,考试
exceed,B2,超过
exception,B2,例外
excessive,B2,过多的
exclude,B2,排除
excuse,B2,原谅
executive,B2,管理人员
exhibit,B2,展览
existence,B2,存在
exit,B2,出口
exotic,B2,异国情调
expansion,B2,扩张
expectation,B2,期待
expense,B2,费用
expertise,B2,专业知识
exploit,B2,开发
exploration,B2,勘探
expose,B2,暴露
exposure,B2,接触
extend,B2,延长
extension,B2,扩大
extensive,B2,广泛的
extensively,B2,广泛地
extent,B2,程度
external,B2,外部的
extraordinary,B2,非凡的
fabric,B2,织物
fabulous,B2,神话般的
facility,B2,设施
failed,B2,失败的
failure,B2,失败
faith,B2,信仰
fake,B2,伪造的
fame,B2,名声
fantasy,B2,幻想
fare,B2,票价
fault,B2,过错
feather,B2,羽毛
federal,B2,联邦
fee,B2,费用
feedback,B2,反馈
fellow,B2,同胞
fever,B2,发烧
finance,B2,金融
finding,B2,发现
firefighter,B2,消防队员
firework,B2,焰火
firm,B2,公司
firmly,B2,牢牢
flame,B2,火焰
flash,B2,闪光
flavour,B2,味道
flexible,B2,灵活的
float,B2,漂浮
folding,B2,折叠式的
fond,B2,喜欢
fool,B2,傻子
forbid,B2,禁止
forecast,B2,预报
forgive,B2,原谅
format,B2,格式
formation,B2,形成
former,B2,以前的
formerly,B2,以前
fortunate,B2,幸运
fortune,B2,财富
forum,B2,论坛
fossil,B2,化石
found,B2,成立
foundation,B2,基础
founder,B2,创始人
fraction,B2,分数
fragment,B2,分段
framework,B2,框架
fraud,B2,欺诈罪
freedom,B2,自由
freely,B2,自由地
frequency,B2,频率
frequent,B2,经常
fulfil,B2,实现
full-time adj./adv.,B2,全职 adj./adv.
fully,B2,完全
fund,B2,基金
fundamental,B2,基本的
fundamentally,B2,从根本上
funding,B2,资金
furious,B2,狂怒
furthermore,B2,此外
gain,B2,获得
gaming,B2,赌博
gang,B2,帮派
gay,B2,同性恋
gender,B2,性别
gene,B2,基因
generate,B2,产生
genetic,B2,遗传的
genius,B2,天才
genre,B2,类型
genuine,B2,真的
genuinely,B2,真诚地
gesture,B2,手势
gig,B2,演出
globalization,B2,全球化
globe,B2,地球
golden,B2,金的
goodness,B2,善良
gorgeous,B2,华丽的
govern,B2,治理
governor,B2,州长
grab,B2,抓住
gradually,B2,逐步地
grand,B2,盛大
grant,B2,授予
graphic,B2,形象的
graphics,B2,图形
greatly,B2,大大地
greenhouse,B2,温室
grocery,B2,杂货店
guarantee,B2,保证
guideline,B2,指导方针
habitat,B2,栖息地
handle,B2,处理
harbour,B2,港口
harm,B2,伤害
harmful adj.hearing,B2,有害的形容词听力
headquarters,B2,总部
heal,B2,愈合
healthcare,B2,卫生保健
heaven,B2,天堂
heel,B2,脚跟
hell,B2,地狱
helmet,B2,头盔
hence,B2,因此
herb,B2,草本植物
hesitate,B2,犹豫
hidden,B2,隐
highway,B2,公路
hilarious adj.hip,B2,热闹的形容词
historian,B2,历史学家
hollow,B2,空洞的
holy,B2,圣
homeless,B2,无家可归的
honesty,B2,诚实
honour,B2,荣誉
hook,B2,钩
hopefully,B2,希望
household,B2,家庭
housing,B2,住房
humorous,B2,幽默
humour,B2,幽默
hunger,B2,饥饿
hunting,B2,打猎
hypothesis,B2,假设
icon,B2,图标
ID,B2,ID
identical,B2,完全相同的
illusion,B2,错觉
illustrate,B2,阐明
illustration,B2,插图
imagination,B2,想像力
immigration,B2,移民
immune,B2,免疫
impatient,B2,不耐烦
implement,B2,实施
implication,B2,含义
imply,B2,意味着
impose,B2,强加
impress,B2,留下深刻印象
impressed,B2,印象深刻
incentive,B2,激励
inch,B2,英寸
incident,B2,事件
income,B2,收入
incorporate,B2,包含
incorrect,B2,不正确
increasingly,B2,日益
independence,B2,独立
index,B2,指数
indication,B2,指示
industrial,B2,工业的
inevitable,B2,不可避免的
inevitably,B2,不可避免地
infection,B2,感染
infer,B2,推断
inflation,B2,通货膨胀
info,B2,信息
inform,B2,通知
infrastructure,B2,基础设施
inhabitant,B2,居民
inherit,B2,继承
initial,B2,最初的
initially,B2,最初
initiative,B2,倡议
ink,B2,墨水
inner,B2,内
innovation,B2,创新
innovative,B2,创新的
input,B2,输入
insert,B2,插入
insight,B2,洞察力
insist,B2,坚持
inspector,B2,检查员
inspire,B2,启发
install,B2,安装
installation,B2,安装
instance,B2,实例
instant,B2,立即的
instantly,B2,即刻
institute,B2,研究所
institution,B2,机构
insurance,B2,保险
integrate,B2,整合
intellectual,B2,知识分子
intended,B2,故意的
intense,B2,激烈的
interact,B2,相互影响
interaction,B2,相互作用
internal,B2,内部的
interpret,B2,解释
interpretation,B2,解释
interrupt,B2,打断
interval,B2,间隔
invade,B2,入侵
invasion,B2,入侵
investigation,B2,调查
investment,B2,投资
investor,B2,投资者
isolate,B2,隔离
isolated,B2,孤立
jail,B2,监狱
jet,B2,喷射
joint,B2,联合的
journalism,B2,新闻学
joy,B2,喜悦
judgement,B2,判断
junior,B2,初级
jury,B2,陪审团
justice,B2,正义
justify,B2,证明合法
kit,B2,成套工具
labour,B2,劳动
ladder,B2,梯子
landing,B2,降落
landscape,B2,景观
lane,B2,车道
largely,B2,很大程度上
lately,B2,最近
launch,B2,发射
leadership,B2,领导
leaflet,B2,传单
league,B2,联盟
lean,B2,倾斜
leave n.level,B2,离开n级
legend,B2,传奇
lens,B2,镜片
licence,B2,执照
lifetime,B2,寿命
lighting,B2,灯光
likewise,B2,同样地
limitation,B2,局限性
limited,B2,有限的
literally,B2,字面上地
literary,B2,文学的
litre n.litter,B2,升 n. 窝
lively,B2,热闹
load,B2,加载
loan,B2,贷款
logical,B2,逻辑的
logo,B2,标识
long-term,B2,长期
loose,B2,松动的
lord,B2,主
lottery,B2,彩票
lower,B2,降低
loyal,B2,忠诚
lung,B2,肺
lyric,B2,歌词
magnificent,B2,壮丽
maintain,B2,维持
majority,B2,多数
make-up,B2,化妆品
making,B2,制作
manufacture,B2,生产
manufacturing,B2,制造业
marathon,B2,马拉松
margin,B2,利润
marker,B2,标记
martial,B2,武术
mass,B2,大量的
massive,B2,大量的
master,B2,掌握
matching,B2,匹配
mate,B2,伴侣
maximum,B2,最大限度
mayor,B2,市长
means,B2,方法
measurement,B2,测量
mechanic,B2,机械
mechanical,B2,机械的
mechanism,B2,机制
medal,B2,勋章
medication,B2,药物
melt,B2,熔化
membership,B2,会员资格
memorable,B2,难忘
metaphor,B2,隐喻
military,B2,军队
miner,B2,矿工
mineral,B2,矿物
minimum,B2,最低限度
minister,B2,部长
minor,B2,次要的
minority,B2,少数民族
miserable,B2,悲惨的
mission,B2,使命
mixed,B2,混合的
mode,B2,模式
modest,B2,谦虚的
modify,B2,调整
monitor,B2,监视器
monster,B2,怪物
monthly,B2,每月
monument,B2,纪念碑
moral,B2,道德
moreover,B2,而且
mortgage,B2,抵押
mosque,B2,清真寺
motion,B2,运动
motivate,B2,激励
motivation,B2,动机
motor,B2,发动机
mount,B2,山
moving,B2,移动
multiple,B2,多种的
multiply,B2,乘
mysterious,B2,神秘
myth,B2,神话
n.ethical,B2,n. 道德的
n.treasure,B2,n.宝藏
naked,B2,裸
nasty,B2,可恶的
navigation,B2,导航
nearby,B2,附近
neat,B2,整洁的
necessity,B2,必要性
negotiate,B2,谈判
negotiation,B2,谈判
nerve,B2,神经
neutral,B2,中性的
nevertheless,B2,尽管如此
newly,B2,新
nightmare,B2,恶梦
norm,B2,规范
notebook,B2,笔记本
notion,B2,概念
novelist,B2,小说家
nowadays,B2,如今
numerous,B2,很多的
nursing,B2,护理
nutrition,B2,营养
obesity,B2,肥胖
obey,B2,服从
objective,B2,客观的
obligation,B2,义务
observation,B2,观察
observe,B2,观察
observer,B2,观察者
obstacle,B2,障碍
obtain,B2,获得
occasionally,B2,偶尔
occupation,B2,职业
occupy,B2,占据
offence,B2,罪行
offend,B2,得罪
offender,B2,罪犯
offensive,B2,进攻
ongoing,B2,正在进行的
opening,B2,开幕
openly,B2,公然
opera,B2,歌剧
operate,B2,操作
operator,B2,操作员
opponent,B2,对手
opposed,B2,反对
opposition,B2,反对
optimistic,B2,乐观的
orchestra,B2,乐队
organ,B2,器官
organic,B2,有机的
origin,B2,起源
otherwise,B2,否则
outcome,B2,结果
outer,B2,外
outfit,B2,全套服装
outline,B2,大纲
output,B2,输出
outstanding adj.overcome,B2,杰出的 adj. 克服的
overall,B2,全面的
overnight,B2,过夜
overseas,B2,海外
owe,B2,欠
ownership,B2,所有权
oxygen,B2,氧
pace,B2,步伐
packet,B2,包
palm,B2,棕榈
panel,B2,控制板
panic,B2,恐慌
parade,B2,游行
parallel,B2,平行线
parliament,B2,议会
part-time adj./adv.,B2,兼职 adj./adv.
participant,B2,参与者
participation,B2,参与
partly,B2,部分地
partnership,B2,合伙
passage,B2,通道
passionate,B2,热情的
password,B2,密码
patience,B2,耐心
pause,B2,暂停
peer,B2,同行
penalty,B2,惩罚
pension 1,B2,养老金 1
perceive,B2,感知
perception,B2,洞察力
permanent,B2,永恒的
permanently,B2,永久地
permit,B2,允许
perspective,B2,看法
phase,B2,阶段
phenomenon,B2,现象
philosophy,B2,哲学
pile,B2,桩
pill,B2,丸
pitch,B2,沥青
pity,B2,遗憾
placement,B2,放置
plain,B2,清楚的
pointed,B2,尖
popularity,B2,人气
portion,B2,部分
pose,B2,姿势
possess,B2,具有
potential,B2,潜在的
potentially,B2,潜在地
praise,B2,称赞
precede,B2,领先于
precious,B2,宝贵的
precise,B2,精确的
precisely,B2,恰恰
predictable,B2,可预测的
preference,B2,偏爱
pregnant,B2,孕
preparation,B2,准备
presence,B2,在场
preserve,B2,保存
pride,B2,自豪
primarily,B2,主要是
prime,B2,主要的
principal,B2,主要的
principle,B2,原则
prior,B2,事先的
priority,B2,优先事项
privacy,B2,隐私
probability,B2,可能性
probable,B2,可能
procedure,B2,程序
proceed,B2,继续
programming,B2,编程
progress,B2,进步
progressive,B2,进步
prohibit,B2,禁止
promising,B2,有前途的
promotion,B2,晋升
prompt,B2,迅速的
proof,B2,证明
proportion,B2,部分
proposal,B2,提议
propose,B2,提出
prospect,B2,前景
protection,B2,保护
protein,B2,蛋白质
protester,B2,抗议者
psychological,B2,心理
psychologist,B2,心理学家
psychology,B2,心理学
publication,B2,发布
publicity,B2,宣传
publishing,B2,出版
punk,B2,朋克
pupil,B2,瞳孔
purchase,B2,购买
pure,B2,纯的
purely,B2,纯粹
pursue v.range,B2,追求 v.range
pursuit,B2,追求
puzzle,B2,谜
questionnaire,B2,问卷调查
racial,B2,种族
racism,B2,种族主义
racist,B2,种族主义的
radiation,B2,辐射
rail,B2,轨
random,B2,随机的
rank,B2,秩
rapid,B2,迅速的
rapidly,B2,迅速地
rat,B2,鼠
rating,B2,等级
raw,B2,生的
realistic,B2,实际的
reasonable,B2,合理的
reasonably,B2,合理地
rebuild,B2,重建
recall,B2,记起
receiver,B2,接收者
recession,B2,经济衰退
reckon,B2,估计
recover,B2,恢复
recovery,B2,恢复
recruit,B2,招募
recruitment,B2,招聘
reduction,B2,减少
referee,B2,裁判
refugee,B2,难民
regard,B2,看待
regional,B2,区域性的
register,B2,登记
registration,B2,登记
regret,B2,后悔
regulate,B2,调节
regulation,B2,规定
reinforce,B2,加强
relatively,B2,相对地
relevant,B2,相关的
relief,B2,宽慰
relieve,B2,缓解
relieved,B2,松了口气
rely,B2,依靠
remark,B2,评论
remarkable,B2,卓越
remarkably,B2,引人注目地
reporting,B2,报告
representative,B2,代表
reputation,B2,名声
requirement,B2,要求
rescue,B2,救援
reserve,B2,预订
resident,B2,居民
resign,B2,辞职
resist,B2,抵抗
resolution,B2,解决
resolve,B2,解决
resort,B2,采取
restore,B2,恢复
restrict,B2,限制
restriction,B2,限制
retail,B2,零售
retain,B2,保持
retirement,B2,退休
reveal,B2,揭示
revenue,B2,收入
revision,B2,修订
revolution,B2,革命
reward,B2,报酬
rhythm,B2,韵律
rid,B2,摆脱
ridiculous,B2,荒谬的
risky,B2,有风险的
rival,B2,竞争对手
rob,B2,抢
robbery,B2,抢劫
rocket,B2,火箭
romance,B2,浪漫
root,B2,根
rose,B2,玫瑰
roughly,B2,大致
rub,B2,擦
rubber,B2,橡皮
ruin,B2,废墟
rural,B2,乡村的
rush,B2,匆忙
satellite,B2,卫星
satisfaction,B2,满意
satisfied,B2,使满意
satisfy,B2,满足
saving,B2,保存
scale,B2,规模
scandal,B2,丑闻
scare,B2,吓
scenario,B2,设想
scheme,B2,方案
scholar,B2,学者
scholarship,B2,奖学金
scratch,B2,划痕
scream,B2,尖叫
screening,B2,筛选
sector,B2,部门
secure,B2,安全的
seek,B2,寻找
seeker,B2,探索者
select,B2,选择
selection,B2,选择
self,B2,自己
seminar,B2,研讨会
senior,B2,高级的
sensitive,B2,敏感的
sequence,B2,顺序
session,B2,会议
settle,B2,定居
settler,B2,定居者
severe,B2,严重
severely,B2,严重
sexy,B2,性感的
shade n.shadow,B2,阴影 n 阴影
shallow,B2,浅的
shame,B2,耻辱
shaped,B2,形状的
shelter,B2,庇护所
shock,B2,震惊
shocked,B2,震惊
shocking,B2,令人震惊的
shooting,B2,射击
shore,B2,支撑
short-term,B2,短期
shortage,B2,短缺
shortly,B2,不久
shot,B2,射击
sibling,B2,兄弟
signature,B2,签名
significance,B2,意义
significant,B2,重要的
significantly,B2,显著地
silence,B2,沉默
silk,B2,丝绸
sincere,B2,真诚
skilled,B2,熟练
skull,B2,颅骨
slave,B2,奴隶
slide,B2,滑动
slight,B2,轻微
slip,B2,滑
slogan,B2,口号
slope,B2,坡
so-called,B2,所谓的
solar,B2,太阳的
somehow,B2,不知何故
sometime,B2,某个时候
somewhat,B2,有些
sophisticated,B2,复杂的
soul,B2,灵魂
spare,B2,空闲的
specialist,B2,专家
specialize,B2,专门化
species,B2,物种
specify,B2,指定
spectacular,B2,壮观的
spectator,B2,旁观者
speculate,B2,推测
speculation,B2,猜测
spice n.spill,B2,香料溢出
spiritual,B2,精神
spite,B2,恶意
split,B2,分裂
spoil,B2,破坏
spokesman,B2,发言人
spokesperson,B2,发言人
spokeswoman,B2,发言人
sponsor,B2,赞助
sponsorship,B2,赞助
sporting,B2,体育运动
stable,B2,稳定的
stall,B2,摊位
stance,B2,姿态
stare,B2,盯
starve,B2,饿死
status,B2,地位
steadily,B2,稳步
steady,B2,稳定的
steam,B2,蒸汽
steel,B2,钢
steep,B2,陡
sticky,B2,黏
stiff,B2,僵硬的
stimulate,B2,刺激
stock,B2,库存
stream,B2,溪流
strengthen,B2,加强
stretch,B2,拉紧
strict,B2,严格的
strictly,B2,严格地
strike,B2,罢工
stroke,B2,中风
struggle,B2,斗争
stunning,B2,令人惊叹的
submit,B2,提交
subsequent,B2,随后的
subsequently,B2,随后
suburb,B2,市郊
suffering,B2,痛苦
sufficient,B2,充足的
sufficiently,B2,充分地
sum,B2,和
super,B2,极好的
surgeon,B2,外科医生
surgery,B2,外科手术
surround,B2,环绕
surrounding,B2,周围
survival,B2,生存
survivor,B2,幸存者
suspect,B2,怀疑
suspend,B2,暂停
sustainable,B2,可持续的
swallow,B2,吞
swear,B2,发誓
sweep,B2,扫
sympathetic,B2,富有同情心的
sympathy,B2,同情
tackle,B2,处理
tag,B2,标签
tale,B2,故事
tank,B2,坦克
tap,B2,轻敲
tear 1,B2,撕裂 1
tear 2,B2,撕裂2
technological,B2,技术性的
teens,B2,青少年
temple,B2,寺庙
temporarily,B2,暂时地
temporary,B2,暂时的
tendency,B2,趋势
tension,B2,紧张
term v.therapy,B2,术语v.治疗
terminal,B2,终端
terms,B2,条款
terribly,B2,可怕
terrify,B2,吓坏
territory,B2,领土
terror,B2,恐怖
terrorism,B2,恐怖主义
terrorist,B2,恐怖分子
testing,B2,测试
textbook,B2,教科书
theft,B2,盗窃
therapist,B2,治疗师
thesis,B2,论文
thorough,B2,彻底
thoroughly,B2,彻底地
threat,B2,威胁
threaten,B2,威胁
thumb,B2,拇指
thus,B2,因此
timing,B2,定时
tissue,B2,组织
ton,B2,吨
tone,B2,语气
tonne,B2,公吨
tough,B2,艰难的
tournament,B2,比赛
trace,B2,痕迹
trading,B2,贸易
tragedy,B2,悲剧
tragic,B2,悲惨
trait,B2,特征
transfer,B2,转移
transform,B2,转换
transition,B2,过渡
transmit,B2,发送
transportation,B2,运输
trap,B2,陷阱
trial,B2,审判
tribe,B2,部落
trigger,B2,扳机
trillion number,B2,万亿数
troop,B2,部队
tropical,B2,热带
truly,B2,确实
trust,B2,相信
tsunami,B2,海啸
tune,B2,调
tunnel,B2,隧道
ultimate,B2,最终的
ultimately,B2,最终
unacceptable,B2,不可接受的
uncertainty,B2,不确定
unconscious,B2,无意识
undergo,B2,经历
undertake,B2,承担
unexpected,B2,意外
unfold,B2,展开
unfortunate,B2,不幸
unique,B2,独特的
unite,B2,团结
unity,B2,统一
universal,B2,普遍的
universe,B2,宇宙
unknown,B2,未知
upper,B2,上
upwards,B2,向上
urban,B2,城市的
urge,B2,敦促
urgent,B2,紧迫的
usage,B2,用法
useless,B2,无用
valid,B2,有效的
value,B2,价值
variation,B2,变化
vary,B2,各不相同
vast,B2,广阔的
venue,B2,场地
vertical,B2,垂直的
via,B2,通过
victory,B2,胜利
viewpoint,B2,观点
violence,B2,暴力
virtual,B2,虚拟的
visa,B2,签证
visible,B2,可见的
vision,B2,想象
visual,B2,视觉的
vital,B2,必不可少的
vitamin,B2,维他命
volume,B2,体积
voluntary,B2,自愿
voting,B2,表决
wage,B2,工资
wander,B2,漫步
warming,B2,变暖
weakness,B2,弱点
wealth,B2,财富
wealthy,B2,富裕
weekly,B2,每周
weird,B2,诡异的
welfare,B2,福利
wheat,B2,小麦
whereas,B2,然而
wherever,B2,无论在哪里
whisper,B2,耳语
whoever,B2,谁
whom,B2,谁
widely,B2,广泛
widespread,B2,广泛
wildlife,B2,野生动物
willing,B2,愿意的
wind 2,B2,风2
wire,B2,金属丝
wisdom,B2,智慧
wise,B2,明智的
withdraw,B2,提取
witness,B2,证人
workforce,B2,劳动力
workplace,B2,工作场所
workshop,B2,车间
worm,B2,蠕虫
wound,B2,伤口
wrap,B2,裹
wrist,B2,手腕
zone,B2,区
abolish,C1,取消
abortion,C1,流产
absence,C1,缺席
absent,C1,缺席的
absurd,C1,荒诞
abundance,C1,丰富
abuse,C1,虐待
academy,C1,学院
accelerate,C1,加速
acceptance,C1,验收
accessible,C1,无障碍
accomplishment,C1,成就
accordance,C1,符合
accordingly,C1,因此
accountability,C1,问责制
accountable,C1,负责的
accumulate,C1,积累
accumulation,C1,积累
accusation,C1,指控
accused,C1,被告
acquisition,C1,获得
acre,C1,英亩
activation n.activist,C1,激活 n.activist
acute,C1,急性
adaptation,C1,适应
adhere,C1,坚持
adjacent,C1,邻近的
adjustment,C1,调整
administer,C1,管理
administrative,C1,行政
administrator,C1,行政人员
admission,C1,入场
adolescent,C1,青少年
adoption,C1,采用
adverse,C1,不利的
advocate,C1,提倡
aesthetic,C1,审美的
affection,C1,感情
aftermath,C1,后果
aggression,C1,侵略
agricultural,C1,农业
aide,C1,助手
albeit,C1,尽管
alert,C1,警报
align,C1,对齐
alignment,C1,结盟
alike,C1,一样
allegation,C1,指控
allege,C1,声称
allegedly,C1,据称
alliance,C1,联盟
allocate,C1,分配
allocation,C1,分配
allowance,C1,津贴
ally,C1,盟友
aluminium,C1,铝
amateur,C1,业余
ambassador,C1,大使
amend,C1,修正
amendment,C1,修正案
amid,C1,之中
analogy,C1,类比
anchor,C1,锚
angel,C1,天使
anonymous,C1,匿名的
apparatus,C1,设备
appealing,C1,吸引人的
appetite,C1,食欲
applaud,C1,鼓掌
applicable,C1,适用的
appoint,C1,委
appreciation,C1,欣赏
arbitrary,C1,随意的
architectural,C1,建筑学
archive,C1,档案
arena,C1,竞技场
arguably,C1,可以说
array,C1,大批
articulate,C1,表达清楚
ash,C1,灰
aspiration,C1,愿望
aspire,C1,渴望
assassination,C1,暗杀
assault,C1,突击
assemble,C1,集合
assembly,C1,集会
assert,C1,断言
assertion,C1,断言
assurance,C1,保证
asylum,C1,庇护
attain,C1,达到
attendance,C1,出席率
attorney,C1,律师
attribute,C1,属性
audit,C1,审计
authentic,C1,真正的
authorize,C1,授权
auto,C1,汽车
autonomy,C1,自治
availability,C1,可用性
await,C1,等待
backdrop,C1,背景
backing,C1,后盾
backup,C1,备份
bail,C1,保释
ballot,C1,选票
banner,C1,横幅
bare,C1,裸
barrel,C1,桶
bass 1,C1,低音1
bat,C1,蝙蝠
battlefield,C1,战场
bay,C1,湾
beam,C1,光束
beast,C1,兽
behalf,C1,代表
beloved,C1,心爱
bench,C1,长椅
benchmark,C1,基准
beneath,C1,下面
beneficiary,C1,受益人
betray,C1,背叛
bind,C1,绑定
biography,C1,传
bishop,C1,主教
bizarre,C1,奇异的
blade,C1,刀刃
blast,C1,爆炸
bleed,C1,流血
blend,C1,混合
bless,C1,保佑
blessing,C1,祝福
boast,C1,夸
bonus,C1,奖金
boom,C1,繁荣
bounce,C1,弹跳
boundary,C1,边界
bow 1,C1,弓 1
breach,C1,违反
breakdown,C1,分解
breakthrough,C1,突破
breed,C1,品种
broadband,C1,宽带
browser,C1,浏览器
brutal,C1,野蛮
buck,C1,巴克
buddy,C1,伙伴
buffer,C1,缓冲
bulk,C1,大部分
burden,C1,负担
bureaucracy,C1,官僚
burial,C1,葬礼
burst,C1,爆裂
cabinet,C1,内阁
calculation,C1,计算
canvas,C1,帆布
capability,C1,能力
capitalism,C1,资本主义
capitalist adj.cargo,C1,资本主义货物
carriage,C1,运输
carve,C1,雕刻
casino,C1,赌场
casualty,C1,伤亡
catalogue,C1,目录
cater,C1,迎合
cattle,C1,牛
caution,C1,警告
cautious,C1,谨慎
cease,C1,停止
cemetery,C1,公墓
chamber,C1,室
chaos,C1,混乱
characterize,C1,表征
charm,C1,魅力
charter,C1,宪章
chronic,C1,慢性的
chunk,C1,块
circulate,C1,流通
circulation,C1,循环
citizenship,C1,国籍
civic,C1,公民的
civilian,C1,平民
clarity,C1,明晰
clash,C1,冲突
classification,C1,分类
cling,C1,紧贴
clinical,C1,临床
closure,C1,关闭
cluster,C1,簇
coalition,C1,联盟
coastal,C1,沿海
cocktail,C1,鸡尾酒
cognitive,C1,认知的
coincide,C1,重合
collaborate,C1,合作
collaboration,C1,合作
collective,C1,集体
collision,C1,碰撞
colonial,C1,殖民
columnist,C1,专栏作家
combat,C1,战斗
commence,C1,开始
commentary,C1,评论
commentator,C1,评论员
commerce,C1,商业
commissioner,C1,专员
commodity,C1,商品
communist,C1,共产
companion,C1,伴侣
comparable,C1,可比
compassion,C1,同情
compel,C1,迫使
compelling,C1,引人注目的
compensate,C1,补偿
compensation,C1,赔偿
competence,C1,权限
competent,C1,胜任的
compile,C1,编译
complement,C1,补充
complexity,C1,复杂
compliance,C1,遵守
complication,C1,并发症
comply,C1,遵守
composition,C1,作品
compromise,C1,妥协
compute,C1,计算
conceal,C1,隐藏
concede v.conceive,C1,承认 v. 设想
conception,C1,概念
concession,C1,让步
condemn,C1,谴责
confer,C1,授予
confession,C1,忏悔
configuration,C1,配置
confine,C1,局限
confirmation,C1,确认
confront,C1,面对
confrontation,C1,对抗
congratulate,C1,祝贺
congregation,C1,会众
congressional,C1,国会的
conquer,C1,征服
conscience,C1,良心
consciousness,C1,意识
consecutive,C1,连续的
consensus,C1,共识
consent,C1,同意
conserve,C1,养护
consistency,C1,一致性
consolidate,C1,巩固
constituency,C1,选区
constitute,C1,构成
constitution,C1,宪法
constitutional,C1,宪政的
constraint,C1,约束
consultation,C1,咨询
contemplate,C1,沉思
contempt,C1,鄙视
contend,C1,抗衡
contender,C1,竞争者
content 2,C1,内容2
contention,C1,争论
continually,C1,不断地
contractor,C1,承包商
contradiction,C1,矛盾
contrary,C1,相反
contributor,C1,贡献者
conversion,C1,转换
convict,C1,定罪
conviction,C1,定罪
cooperate,C1,合作
cooperative,C1,合作社
coordinate,C1,协调
coordination,C1,协调
coordinator,C1,协调员
cop,C1,警察
copper,C1,铜
copyright,C1,版权
correction,C1,更正
correlate,C1,关联
correlation,C1,相关性
correspond,C1,对应
correspondence,C1,一致
correspondent,C1,记者
corresponding,C1,相应的
corrupt,C1,腐败
corruption,C1,腐败
costly,C1,昂贵
councillor,C1,议员
counselling,C1,辅导
counsellor,C1,顾问
counterpart,C1,对方
countless,C1,无数
coup,C1,政变
courtesy,C1,礼貌
craft v.crawl,C1,手工 v 爬行
creator,C1,创造者
credibility,C1,可信度
credible,C1,可信的
creep,C1,蠕变
critique,C1,批判
crown,C1,王冠
crude,C1,原油
crush,C1,压碎
crystal,C1,水晶
cult,C1,邪教
cultivate,C1,培育
curiosity,C1,好奇心
custody,C1,保管
cutting,C1,切割
cynical,C1,愤世嫉俗的
dam,C1,坝
damaging,C1,破坏性的
dawn,C1,黎明
debris,C1,碎片
debut,C1,首次亮相
decision-making,C1,决策
decisive,C1,决定性
declaration,C1,宣言
dedicated,C1,投入的
dedication,C1,奉献
deed,C1,契据
deem,C1,认为
default,C1,默认
defect,C1,缺点
defensive,C1,防御性的
deficiency,C1,不足
deficit,C1,赤字
defy,C1,违抗
delegate,C1,代表
delegation,C1,代表团
delicate,C1,精美的
demon,C1,恶魔
denial,C1,拒绝
denounce,C1,声讨
dense,C1,稠密
density,C1,密度
dependence,C1,依赖
depict,C1,描绘
deploy,C1,部署
deployment,C1,部署
deprive,C1,剥夺
deputy,C1,副
descend,C1,下降
descent,C1,血统
designate,C1,指定
desirable,C1,理想的
desktop,C1,桌面
destructive,C1,破坏性的
detain,C1,扣留
detection,C1,检测
detention,C1,拘留
deteriorate,C1,恶化
devastate,C1,蹂躏
devil,C1,魔鬼
devise,C1,设计
diagnose,C1,诊断
diagnosis,C1,诊断
dictate,C1,听写
dictator,C1,独裁者
differentiate,C1,区分
dignity,C1,尊严
dilemma,C1,困境
dimension,C1,方面
dip,C1,蘸
diplomat,C1,外交官
diplomatic,C1,外交
directory,C1,目录
disastrous,C1,灾难性的
discard,C1,丢弃
discharge,C1,释放
disclose,C1,透露
disclosure,C1,披露
discourse,C1,话语
discretion,C1,审慎
discrimination,C1,歧视
dismissal,C1,解雇
displace,C1,取代
disposal,C1,处理
dispose,C1,处置
dispute,C1,争议
disrupt,C1,扰乱
disruption,C1,破坏
dissolve,C1,溶解
distinction,C1,区别
distinctive,C1,独特的
distort,C1,歪曲
distress,C1,苦恼
disturbing,C1,令人不安的
divert,C1,转移
divine,C1,神圣的
doctrine,C1,教义
documentation,C1,文档
domain,C1,领域
dominance,C1,统治地位
donor,C1,捐助者
